bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_country,country,latitude,longitude,coordinates,first_published,book_format,edition_avgRating,added_toShelves,first_author,num_contributors,size_of_publisher,size_of_author,book_count,is_serie,has_edition,book_age,category,genre_category,description,standardized_genres
1202,freakonomics a rogue economist explores the hidden side of everything,steven d. levitt/stephen j. dubner,3.97,0061234001,9780061234002,eng,320,628745,13034,10/17/2006,william morrow,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","april 12, 2005",hardcover,4.01,1417757.0,steven d levitt,2,3,1,2,0,1,1,hardcover,business & economics,"Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? Freakonomics will literally redefine the way we view the modern world. These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much heralded scholar who studies the stuff and riddles of everyday life -- from cheating and crime to sports and child rearing -- and whose conclusions regularly turn the conventional wisdom on its head. He usually begins with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics. Through forceful storytelling and wry insight, Levitt and co-author Stephen J. Dubner show that economics is, at root, the study of incentives -- how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they set out to explore the hidden side of ... well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan. What unites all these stories is a belief that the modern world, despite a surfeit of obfuscation, complication, and downright deceit, is not impenetrable, is not unknowable, and -- if the right questions are asked -- is even more intriguing than we think. All it takes is a new way of looking. Steven Levitt, through devilishly clever and clear-eyed thinking, shows how to see through all the clutter. Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But Freakonomics can provide more than that. It will literally redefine the way we view the modern world. (front flap)","Business, Economics"
1204,freakonomics un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,steven d. levitt/stephen j. dubner,3.97,8466625127,9788466625128,spa,250,193,23,8/1/2006,ediciones b,spain,es,40.463667,-3.74922,"(40.463667, -3.74922)","april 12, 2005",paperback,3.75,433.0,steven d levitt,2,1,1,1,0,1,1,paperback,business & economics,"Freakonomics, de S. D. Levitt y S. J. Dubner, es un bestseller mundial, una obra curiosa, original e interesante de dos jóvenes economistas norteamericanos; un libro accesible que incluye ejemplos sorprendentes. Los autores han intentado mostrar el lado oculto de las cosas y explicar por qué el mundo funciona como funciona a través de las leyes de la economía --que se desvelan como una ciencia útil para comprender nuestras acciones--; lo que denominan la economía de lo raro.","Business, Economics"
1206,freakonomics a rogue economist explores the hidden side of everything,steven d. levitt/stephen j. dubner,3.97,0061245135,9780061245138,en-us,496,98,5,12/8/2006,harper,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","april 12, 2005",paperback,4.09,246.0,steven d levitt,2,3,1,2,0,1,1,paperback,business & economics,"The legendary bestseller that made millions look at the world in a radically different way returns in a new edition, now including an exclusive discussion between the authors and bestselling professor of psychology Angela Duckworth. Which is more dangerous, a gun or a swimming pool? Which should be feared snakes or french fries? Why do sumo wrestlers cheat? In this groundbreaking book, leading economist Steven Levitt—Professor of Economics at the University of Chicago and winner of the American Economic Association’s John Bates Clark medal for the economist under 40 who has made the greatest contribution to the discipline—reveals that the answers. Joined by acclaimed author and podcast host Stephen J. Dubner, Levitt presents a brilliant—and brilliantly entertaining—account of how incentives of the most hidden sort drive behavior in ways that turn conventional wisdom on its head.","Business, Economics"
1218,the last assassin john rain 5,barry eisler,4.27,0399153594,9780399153594,eng,338,189,25,6/1/2006,putnam,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","june 1, 2006",hardcover,3.96,329.0,barry eisler,1,1,1,1,1,0,1,hardcover,assassins,"Barry Eisler has been compared to Forsyth, Ludlum, le Carré, Ian Fleming, and Graham Greene. But his latest thriller brings Eisler into a league of his own. Even for an average citizen, a love triangle is dangerous business. For assassin John Rain--""one of the most compelling lead characters in the genre"" (USA Today)--it's going to be downright deadly. When Rain learns that his former lover, Midori, has been raising their child in New York, Rain senses a chance for reconciliation, perhaps even for redemption. But Midori and the child are being watched by Rain's enemies, and Rain's sudden appearance puts them in terrible danger. To save them, Rain is forced to use the same deadly talents he had been hoping to leave behind. With the help of Tatsu, his one-time nemesis in the Japanese FBI; and Dox, the former Marine sniper whose good ol' boy persona masks a killer as deadly as Rain himself, Rain races against time to bring his enemies into the open and eliminate them forever. But to finish the job, he'll need one more ally: Mossad operative Delilah, a woman for whom Rain's hopes with Midori represent an altogether different kind of threat...","Action, Thriller"
1226,life of pi,yann martel,3.91,0156030209,9780156030205,en-us,401,4318,668,5/3/2004,mariner harvest,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","september 11, 2001",mass market paperback,3.88,8064.0,yann martel,1,1,1,1,0,1,1,paperback,fiction,"When sixteen-year-old Pi Patel finds himself stranded in a lifeboat in the middle of the Pacific Ocean with only a menacing 450-pound Bengal tiger for company, he quickly realizes that the only way to survive is to make sure the tiger is more afraid of him than he is of it. Finding strength within himself, he draws upon all of his knowledge and cunning, battling for food and shelter, overcoming storms and disasters, and, in the end, making a peace of sorts with both tiger and ocean.",Fiction
1230,lhistoire de pi,yann martel/nicole martel/emile martel,3.91,0828808392,9780828808392,fre,448,177,26,11/24/2005,gallimard,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","september 11, 2001",mass market paperback,3.97,750.0,yann martel,3,2,1,1,0,1,1,paperback,biography & autobiography,"Piscine Molitor Patel, dit Pi, est le fils du directeur du zoo de Pondichéry. Lorsque son père décide de quitter l'Inde, la famille liquide ses affaires et embarque, accompagnée d'une étonnante ménagerie, sur un cargo japonais : direction le Canada. Le navire fait naufrage, et Pi se retrouve seul survivant à bord d'un canot de sauvetage. Seul, ou presque... Richard Parker, splendide tigre du Bengale, est aussi du voyage. Comment survit-on pendant 227 jours en tête à tête avec un fauve de trois cents kilos ? C'est l'incroyable histoire de Pi Patel.","Biography, Autobiography"
1234,shadows and wind a view of modern vietnam,robert templer,3.49,0140285970,9780140285970,eng,400,102,8,9/1/1999,penguin,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","august 1, 1998",paperback,3.5,290.0,robert templer,1,3,1,1,0,0,1,paperback,history,"In Shadows and Wind, Robert Templer paints a fascinating and fresh picture of a country usually viewed with hazy nostalgia or deep suspicion. Here is Hanoi, an increasingly tense and troubled city approaching its millennium but uncertain of its direction. Here are people emerging from a long wilderness of malnutrition, discovering a new lifestyle of leisure and luxury. And everywhere are the anomalies that burst the bubble of optimism: a vastly expensive luxury hotel sitting empty in an unknown town six hours from an international airport; museums crammed with fake exhibits. And there remains the one-party Communist state, still wrapped in secrecy and corruption, and making for an uneasy bedfellow with the rapacious capitalism it now encourages.Drawing on hundreds of interviews in Vietnam and years of research, Robert Templer has produced the first in-depth examination of the problems facing modern Vietnam. Shadows and Wind is essential reading for anyone who wants to understand the Vietnam that now has emerged from a century of conflict with both foreign powers and with itself.",History
1241,a million little pieces,james frey,3.65,0307276902,9780307276902,eng,515,206011,10821,9/22/2005,anchor,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2003",paperback,3.68,368118.0,james frey,1,3,1,1,0,0,1,paperback,biography & autobiography,"Intense, unpredictable, and instantly engaging, this is a story of drug and alcohol abuse and rehabilitation as it has never been told before. It is also the introduction of a bold and talented literary voice. Before considering reading this book, please see the BookBrowse note on the book jacket/review page. BookBrowse Note: January 9th 2006: An article in the Smoking Gun claimed that James Frey (author of A Million Little Pieces and My Friend Leonard) fabricated key parts of his books. They cited police records, court documents and interviews with law enforcement agents which belie a number of Frey's claims regarding criminal charges against him, jail terms and his fugitive status. In an interview with the Smoking Gun, Frey admitted that he had 'embellished central details' in A Million Little Pieces and backtracked on claims he made in the book. January 26th 2006. Frey's publisher stated that while it initially stood by him, after further questioning of the author, the house has ""sadly come to the realization that a number of facts have been altered and incidents embellished."" It will be adding a a publisher's note and author's note to all future editions of A Million Little Pieces.","Biography, Autobiography"
1242,a million little pieces of feces,python bonkers,3.56,1411677315,9781411677319,en-us,256,43,6,2/10/2006,lulu,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","february 10, 2006",paperback,3.59,186.0,python bonkers,1,1,1,1,0,0,1,paperback,fiction,"Late night shots ring out in tranquil Hermosa Beach, California, heralding the mysterious assassination of a nondescript pussycat. Will the trail lead to an enigmatic code hidden in the works of Leonardo Da Vinci? Will a breathless race through the streets of Los Angeles lead back to Hermosa, where an explosive truth, contemplated for centuries, is finally unveiled as the Formula for God - reconciling religion's compatibility with physics? Well, no to the first question, and as for the second question, well, I guess it's all a question of faith. Nevertheless, conquer your own fear and loathing of fake memoirs and take a wild ride with the most original voice to come along in years. Truth is stranger than fiction; so much so, that sometimes it has to be toned down and just called fiction.",Fiction
1243,a million little lies,james pinocchio/pablo fenjves,3.41,0061171468,9780061171468,en-us,191,201,24,3/28/2006,william morrow,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","march 28, 2006",paperback,3.52,532.0,james pinocchio,2,3,1,1,0,0,1,paperback,humor,"James Pinocchio wakes up in the back of a New York City taxi with a combination lock piercing his left ear and no idea how it got there, or what the combination is. The following day, his wealthy parents decide they've had enough, and they send him off to Sleepy Hollow, the famous rehab facility in Upstate New York. While there, Mr. Pinocchio meets all sorts of Fascinating Characters, one more Unbelievable and Amazing than the next, and they challenge him to confront his Deepest, Darkest Fears. The experience leads Mr. Pinocchio to the very edges of despair, but at a critical juncture he finds hope in the arms of a Bad Woman. The love affair ends tragically, alas, and, like many parts of Mr. Pinocchio's story, stretches credibility to the breaking point, but the harrowing adventure -- which involves a great deal of pain, a smattering of dirty sex, and endless amounts of girlish crying -- eventually leads to Redemption and Healing. But not for Mr. Pinocchio","Comics, Arts & Design"
1246,the leadership challenge,james m. kouzes/barry z. posner,4.05,0787968331,9780787968335,en-us,458,873,40,8/7/2003,josseybass,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","october 1, 1987",paperback,4.11,1571.0,james m kouzes,2,1,1,1,0,1,0,paperback,business & economics,"When it was initially written in 1987, few could have predicted that The Leadership Challenge would become one of the best-selling leadership books of all time. Now, faced with the new challenges of our unpredictable global business environment, Jim Kouzes and Barry Posner--two of the country's premier leadership experts--have completely revised and updated their classic book. Building on the knowledge base of their previous books, the third edition of The Leadership Challenge is grounded in extensive research and based on interviews with all kinds of leaders at all levels in public and private organizations from around the world. In this edition, the authors emphasize that the fundamentals of leadership are the same today as they were in the 1980s, and as they've probably been for centuries. In that sense, nothing's new. Leadership is not a fad. While the content of leadership has not changed, the context has-and in some cases, changed dramatically.","Business, Economics"
1252,lincoln on leadership executive strategies for tough times,donald t. phillips,4.14,0446394599,9780446394598,eng,193,5354,281,2/1/1993,business plus,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","published february 1, 1993",paperback,4.14,13977.0,donald t phillips,1,1,1,1,0,0,1,paperback,biography & autobiography,"You think you have it rough? Only ten days before Abraham Lincoln took the oath of office in 1861, the Confederate States of America seceded from the Union taking all Federal agencies, forts, and arsenals within their territory. To make matters worse, Lincoln, who was elected by a minority of the popular vote, was viewed by his own advisors as nothing more than a gawky, second-rate country lawyer with no leadership experience. What Lincoln did to become our most honored and revered president is history, how he can help you to run your organization is not. Lincoln On Leadership is the first book to examine Abraham Lincoln's diverse leadership abilities and how they can be applied to today's complex world. You'll discover why you should: * Seize the initiative and never relinquish it * Wage only one war at a time * Encourage risk-taking while providing job security * Avoid issuing orders and instead - request, imply, or make suggestions * Once in a while, let things slip, unbenowst-like...and much much more.","Biography, Autobiography"
1255,leadership in organizations,gary yukl,3.68,0131494848,9780131494848,en-gb,542,55,4,7/7/2005,prentice hall,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","september 28, 1981",hardcover,3.61,122.0,gary yukl,1,2,1,1,0,0,0,hardcover,business & economics,Leadership in Organizations focuses on effective leadership in organizations through both theory and practice. This book explains and critiques the major theories and studies that are most relevant and informative and reviews what we know about leadership effectiveness. This combination of theory and practice makes this text a useful resource for practicing managers who are looking for something more than superficial answers to difficult questions about leadership.,"Business, Economics"
1265,leadership,rudolph w. giuliani,3.72,0316861014,9780316861014,eng,397,1820,147,10/1/2002,little brown,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2003",hardcover,3.7,3535.0,rudolph w giuliani,1,2,1,1,0,0,1,hardcover,leadership,"The minutes and hours following 11th September terror attacks on the World Trade Center posed the greatest challenge to governance in New York City's history. Mayor Rudoph Guiliani had barely escaped with his life in the collapse of the first tower. Fires burned furiously near the site as the other buildings verged on collapse. Air Force fighter jets criss-crossed the sky to ward off other attacks. And yet in those moments after the calamity, and in the following days and months, Mayor Guiliani not only steered the city through the crisis, but did so with an assurance and authority that was hailed around the world as a model of courageous leadership. In this book, Guiliani describes vividly the chaos and horror of the twin-towers catastrophe, and explains how the rules of management he enforced as Mayor enabled him to gain control of the emergency. These are also the rules, Guiliani makes clear, that anyone in a leadership position - from the head of a large corporation to the owner of a corner shop - can use to inspire others and achieve concrete results.","Leadership, Business"
1274,men are from mars women are from venus,john gray,3.55,0060574216,9780060574215,eng,368,132062,3303,4/3/2012,harper,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1992",paperback,3.59,307721.0,john gray,1,3,1,2,0,1,1,paperback,family & relationships,"Once upon a time Martians and Venusians met, fell in love, and had happy relationships together because they respected and accepted their differences. Then they came to Earth and amnesia set they forgot they were from different planets. Based on years of successful counseling of couples and individuals, Men Are from Mars, Women Are from Venus has helped millions of couples transform their relationships. Now viewed as a modern classic, this phenomenal book has helped men and women realize how different they really are and how to communicate their needs in such a way that conflict doesn't arise and intimacy is given every chance to grow!!!!","Relationships, Social Science"
1276,mars and venus book of days 365 inspriations to enrich your relationships,john gray,3.62,0060192771,9780060192778,en-us,368,18,1,10/21/1998,harper,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1998",hardcover,3.73,107.0,john gray,1,3,1,1,0,0,1,hardcover,family & relationships,"Nobody knows more about the differences between the sexes than John Gray, Ph.D. He is the man America turns to for help in deciphering the myriad complexities men and women face daily in their interactions with each other. The author of nine bestsellers--including the history-making Men Are from Mars, Women Are from Venus --John Gray expands on the expert advice touched upon in his previous books and distills each message into a powerful, inspiring daily meditation in this newest volume. There's no doubt about The relationship between men and women is extremely complex. We often forget just how different the sexes are, and become frustrated and confused by a loved one's behavior. Every day we need to be reminded of these differences and realize that it's okay to be different as long as we recognize and understand the behavior of the opposite sex. In Men Are from Mars, Women Are from Venus Book of Days, John Gray provides us with daily inspirations that lovingly and insightfully remind us of the contrasts between Mars and Venus, allowing us to solve conflicts in our relationships. Each month is devoted to a single theme, with the daily meditations enlarging on the particular subject at hand. The topics correlate with the very traits of the month January, an exhilarating time of new beginnings, inspires resolve and the desire to excel. In February, when we find ourselves deep in winter's grip and challenged by constant emotional upheaval, we seek reminders of the importance of commitment and the need for patience. May concentrates on such springtime issues as harmony and appreciation. The topics discussed are as diverse as relationships are. Inside you'll find comforting and helpful advice","Relationships, Social Science"
1281,men are from mars women are from venus,john gray,3.55,006123205x,9780061232053,eng,2,43,3,4/3/2007,harperaudio,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1992",audio cd,3.96,93.0,john gray,1,1,1,2,0,1,1,audio,juvenile fiction,"The most well-know, long-lived, and tried-and-tested relationships guide ever, the phenomenal #1 New York Times bestseller Men Are From Mars, Women Are From Venus is now available for the first time ever as an audio book. In this classic guide to understanding the opposite sex, Dr. John Gray provides a practical and proven way for men and women to improve their communication by acknowledging the differences between their needs, desires, and behaviors. No other relationship guide on the market will give you the same level of evidence-based insight sure to help you strengthen and nurture your relationships for years to come.","Children, Fiction"
1290,how to succeed with women,ron  louis/david copeland,3.76,0735200300,9780735200302,en-us,320,82,13,10/29/1998,prentice hall,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","october 1, 1998",paperback,3.84,321.0,ron louis,2,2,1,1,0,0,1,paperback,dating (social customs),"A serious response to The Rules offers single and divorced men practical, tested advice on how to find, relate to, and either commit to or break up with a woman and includes a host of basic dating tips for the 1990s. Original. 25,000 first printing.","Social Science, Relationships"
1295,the clan of the cave bear earths children 1,jean m. auel,4.05,0553381679,9780553381672,eng,512,184418,4432,6/25/2002,bantam,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1980",paperback,4.03,246808.0,jean m auel,1,3,1,2,1,1,0,paperback,fiction,"An alternative cover edition for this ISBN can be found here This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel’s magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves The Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly--she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza’s way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.",Fiction
1296,the clan of the cave bear earths children 1,jean m. auel,4.05,0517542021,9780517542026,eng,468,495,67,5/4/1980,crown,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1980",hardcover,4.1,974.0,jean m auel,1,3,1,2,1,1,0,hardcover,juvenile fiction,"An all-absorbing journey into man's possible past. Jean M. Auel, a storytelling genius, weaves a compellingly readable saga of human survival; an epic that transcends time and place. It is peopled with rich and complex characters who experience the full range of human emotions. All this makes for total involvement and believability in the light of today. A novel for all time.","Children, Fiction"
1301,moneyball the art of winning an unfair game,michael   lewis,4.26,0393324818,9780393324815,eng,317,85094,4155,3/17/2004,ww norton and company,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 2003",paperback,4.25,217697.0,michael lewis,1,3,1,1,0,0,1,paperback,business & economics,"Billy Beane, general manager of MLB's Oakland A's and protagonist of Michael Lewis's Moneyball, had a problem: how to win in the Major Leagues with a budget that's smaller than that of nearly every other team. Conventional wisdom long held that big name, highly athletic hitters and young pitchers with rocket arms were the ticket to success. But Beane and his staff, buoyed by massive amounts of carefully interpreted statistical data, believed that wins could be had by more affordable methods such as hitters with high on-base percentage and pitchers who get lots of ground outs. Given this information and a tight budget, Beane defied tradition and his own scouting department to build winning teams of young affordable players and inexpensive castoff veterans.","Business, Economics"
1302,juiced official strategy guide,doug walsh,0.0,0744005612,9780744005615,eng,112,0,0,6/1/2005,bradygames,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","june 1, 2005",paperback,0.0,5.0,doug walsh,1,1,1,1,0,0,1,paperback,video games,"BradyGames' Juiced Official Strategy Guide includes the following: Track Maps: Each map is broken down to give you the best chance of winning. Full Car List: Get all the stats on all the hottest rides! Crew Management Tips: Get the best crew and learn what it takes to win! Rival Crew Challenges: Discover the ins and outs of every challenge and get the best strategy to crush rival crews! Racing schedules, part listings, pro tips, crewmate data, and showoff tricks! Platform: PlayStation 2, Xbox, & PC Genre: Sports/Racing This title is available for sale worldwide.","Arts & Design, Games"
1303,the 48 laws of power,robert greene/joost elffers,4.18,0140280197,9780140280197,eng,452,60946,3167,9/1/2000,penguin,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1998",paperback,4.14,517834.0,robert greene,2,3,1,1,0,1,1,paperback,self-help,"Amoral, cunning, ruthless, and instructive, this multi-million-copy New York Times bestseller is the definitive manual for anyone interested in gaining, observing, or defending against ultimate control – from the author of The Laws of Human Nature. In the book that People magazine proclaimed “beguiling” and “fascinating,” Robert Greene and Joost Elffers have distilled three thousand years of the history of power into 48 essential laws by drawing from the philosophies of Machiavelli, Sun Tzu, and Carl Von Clausewitz and also from the lives of figures ranging from Henry Kissinger to P.T. Barnum. Some laws teach the need for prudence (“Law 1: Never Outshine the Master”), others teach the value of confidence (“Law 28: Enter Action with Boldness”), and many recommend absolute self-preservation (“Law 15: Crush Your Enemy Totally”). Every law, though, has one thing in common: an interest in total domination. In a bold and arresting two-color package, is ideal whether your aim is conquest, self-defense, or simply to understand the rules of the game.",Self-Help
1305,gates of fire,steven pressfield,4.42,055338368x,9780553383683,eng,392,21934,1629,9/27/2005,bantam,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","october 20, 1998",paperback,4.4,66934.0,steven pressfield,1,3,1,1,0,0,1,paperback,fiction,"At Thermopylae, a rocky mountain pass in northern Greece, the feared and admired Spartan soldiers stood three hundred strong. Theirs was a suicide mission, to hold the pass against the invading millions of the mighty Persian army. Day after bloody day they withstood the terrible onslaught, buying time for the Greeks to rally their forces. Born into a cult of spiritual courage, physical endurance, and unmatched battle skill, the Spartans would be remembered for the greatest military stand in history—one that would not end until the rocks were awash with blood, leaving only one gravely injured Spartan squire to tell the tale. . . .",Fiction
1307,fire sea the death gate cycle 3,margaret weis/tracy hickman,4.07,0553295411,9780553295412,eng,414,16312,175,3/1/1992,spectra,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1991",mass market paperback,4.08,24279.0,margaret weis,2,2,3,1,1,0,1,paperback,fiction,"Abarrach, the Realm of stone. Here, on a barren world of underground caverns built around a core of molten lava, the lesser races -- humans, elves, and dwarves -- seem to have all died off. Here, too, what may well be the last remnants of the once powerful Sartan still struggle to survive. For Haplo and Alfred -- enemies by heritage, traveling companions by necessity -- Abarrach may reveal more than either dares to discover about the history of Sartan... and the future of all their descendants.""",Fiction
1312,the gate of fire oath of empire book two,thomas harlan,3.58,0812590104,9780812590104,en-us,721,146,4,6/18/2001,tor fantasy,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 2000",mass market paperback,3.64,419.0,thomas harlan,1,2,1,1,0,0,1,paperback,fiction,"The Persian sorcerer has withdrawn to a hidden citadel of the King of Kings and a very special new servant. He vows to regain the Peacock throne. Prince Maxian has raised both Julius Ceasar and Alexander the great from the dead. Now, with the power that their legends can offer him, he will risk all to free Rome from the curse that protects the Empire but dooms it to stagnation. And in the East, Dwyrin's thaumaturgic unit is shattered when Zo discovers the destruction of Palmyra. She vows revenge against the Empire that abandoned her city to its fate and goes to raise the Deccopolis against Rome, while in the city of Mecca, a survivor of Plamyra received a vision, a command, and the power to strive against the forces of darkness. The war is far from over. Now there are three alliances where once there were only two, and three Powers to strive for control of the Earth.",Fiction
1315,the afghan campaign,steven pressfield,3.96,038551641x,9780385516419,eng,354,3002,198,7/1/2006,doubleday,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2006",hardcover,3.99,7291.0,steven pressfield,1,2,1,1,0,0,1,hardcover,fiction,"2,300 years ago an unbeaten army of the West invaded the homeland of a fierce Eastern tribal foe. This is one soldier’s story . . . The bestselling novelist of ancient warfare returns with a riveting historical novel that re-creates Alexander the Great’s invasion of the Afghan kingdoms in 330 b.c. In a story that might have been ripped from today’s combat dispatches, Steven Pressfield brings to life the confrontation between an invading Western army and fierce Eastern warriors determined at all costs to defend their homeland. Narrated by an infantryman in Alexander’s army, The Afghan Campaign explores the challenges, both military and moral, that Alexander and his soldiers face as they embark on a new type of war and are forced to adapt to the methods of a ruthless foe that employs terror and insurgent tactics. An edge-of-your-seat adventure, The Afghan Campaign once again demonstrates Pressfield’s profound understanding of the hopes and desperation of men in battle and of the historical realities that continue to influence our world.",Fiction
1317,tides of war,steven pressfield,3.9,0553381393,9780553381399,eng,448,3422,157,8/28/2001,bantam,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","april 4, 2000",paperback,3.93,8763.0,steven pressfield,1,3,1,1,0,0,1,paperback,juvenile fiction,"Brilliant at war, a master of politics, and a charismatic lover, Alcibiades was Athens’ favorite son and the city’s greatest general. A prodigal follower of Socrates, he embodied both the best and the worst of the Golden Age of Greece. A commander on both land and sea, he led his armies to victory after victory. But like the heroes in a great Greek tragedy, he was a victim of his own pride, arrogance, excess, and ambition. Accused of crimes against the state, he was banished from his beloved Athens, only to take up arms in the service of his former enemies. For nearly three decades, Greece burned with war and Alcibiades helped bring victories to both sides — and ended up trusted by neither. Narrated from death row by Alcibiades’ bodyguard and assassin, a man whose own love and loathing for his former commander mirrors the mixed emotions felt by all Athens, Tides of War tells an epic saga of an extraordinary century, a war that changed history, and a complex leader who seduced a nation.","Children, Fiction"
1318,last of the amazons,steven pressfield,3.76,0553382047,9780553382044,eng,400,2138,125,7/1/2003,bantam,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 2002",paperback,3.78,5656.0,steven pressfield,1,3,1,1,0,1,1,paperback,fiction,"TO THEM HONOUR AND LOYALTY WERE EVERYTHING... 1250 BC: Theseus, king of Athens and slayer of the Minotaur, set sail on a journey that brought him to the land of 'tal Kyrte', the 'Free People', a nation of fiercely proud and passionate warrior women whom the Greeks called 'Amazons'. Lovers and fighters they owed allegiance to no man and distrusted the Greeks with their boastful talk of cities and civilization. When their illustrious war queen fell in love with Theseus and fled to Athens with the king and his followers, so denying her people, the Amazon tribes were outraged. History tells us they could not win, but for a brief and glorious moment, the Amazons held the Attic world in thrall before vanishing into the immortal realms of myth and legend.",Fiction
1319,the war of art break through the blocks win your inner creative battles,steven pressfield/robert mckee,4.0,0446691437,9780446691437,eng,168,53653,4702,4/1/2003,warner,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 2002",paperback,3.96,241262.0,steven pressfield,2,3,1,1,0,1,1,paperback,self-help,"Internationally bestselling author of Last of the Amazons, Gates of Fire, and Tides of War, Steven Pressfield delivers a guide to inspire and support those who struggle to express their creativity. Pressfield believes that “resistance” is the greatest enemy, and he offers many unique and helpful ways to overcome it.",Self-Help
1320,gita on the green,stephen j. rosen/steven pressfield,3.78,0826413013,9780826413017,en-us,176,14,2,5/30/2002,continuum intl pub,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 15, 2000",hardcover,3.44,84.0,stephen j rosen,2,1,1,1,0,0,1,hardcover,african american men in literature,"Deep in India's past, Lord Krishna revealed the 700 verse Bhagavad-gita, a spiritual poem containing universal, non-sectarian truths. In 1995, Steven Pressfield decided to introduce the Bhagavad-gita to a contemporary audience, so he restructured the Gita in terms of a golf novel, The Legend of Bagger Vance. As he says, ""In the Gita the troubled warrior Arjuna receives instruction from Krishna, Supreme Lord of the Universe, who has assumed human form as Arjuna's charioteer. Instead of a troubled warrior, it's a troubled golf champion (Rannulph Junah); instead of his charioteer, it's his caddie Bagger Vance."" Now a major motion picture directed by Robert Redford and starring Matt Damon and Will Smith, The Legend of Bagger Vance is loosely based on the ancient Hindu epic. Steven Rosen, in Gita on the Green: The Mystical Tradition Behind Bagger Vance, draws the story out further using some thirty years of Gita scholarship and a writing style that is both eloquent and thorough. Rosen takes us on a colorful journey into the golf world of Bagger Vance, as well as into the spiritual realm of Bhagavan Sri Krishna. By the end of the journey, one realizes that one has just read a commentary on the Bhagavad-gita while hitting a hole in one.","Biography, Literature, African-American"
